DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.07-10.38.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.623073ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_59, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7AF1927__CB7676F74D3BAF3413318DB219B8CDD1AAEF49A8, StartTime=2015.11.07-10.39.06, HierarchicalDDC, DataSize=43826 bytes, Retrieved=true, Duration=117.017441ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_60, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7AF1927__4C617B9C44FDAA9566A65195CE7AF1E90D521446, StartTime=2015.11.07-10.39.06, HierarchicalDDC, DataSize=37561 bytes, Retrieved=true, Duration=34.329334ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_61, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB6949D1__CD8DE967D453C48C863D1494D2631B104E05ACD1, StartTime=2015.11.07-10.39.06, HierarchicalDDC, DataSize=3027285 bytes, Retrieved=true, Duration=92.244781ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_62, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB6949D1__4F269D219BF0CFCA8DC1AEEE06A1CD64F4E38116, StartTime=2015.11.07-10.39.06, HierarchicalDDC, DataSize=2385141 bytes, Retrieved=true, Duration=97.865692ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_63, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0050C5B1__70EACC151D2E158B78B7C8FF0C1048DB3095EFD3, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=656032 bytes, Retrieved=true, Duration=44.202847ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_64, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0050C5B1__FEA74C048D61EF1033062341CD2E4A36B630DDFC, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=624061 bytes, Retrieved=true, Duration=72.884781ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_65, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0C797E18__1CB6047115DA6950709C50E2B2CFF7CC965E3DAB, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=3092045 bytes, Retrieved=true, Duration=188.565033ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_66, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0C797E18__F82403ED6E94994A4435D575B4873C09479AFA8A, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=2435363 bytes, Retrieved=true, Duration=159.259689ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_67, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD13C5DDB__7771C1980763447755C54473AEA252BBA29DBD79, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=3046445 bytes, Retrieved=true, Duration=199.745605ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_68, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD13C5DDB__1DE29769CE67C5591DF4F35975F42952B1D1EE52, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=2400167 bytes, Retrieved=true, Duration=109.469368ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_69, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2DF00985__DD41E931BCDA9553F74C572A0A9AD689F5C7BD07, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=641612 bytes, Retrieved=true, Duration=32.867001ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_70, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2DF00985__D7103312030DD208C03A02A584A52BC78D63EBA9, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=620193 bytes, Retrieved=true, Duration=37.025906ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_71, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf06C18A7F__9A41D7493A06458383B92364E1234A07E98D2775, StartTime=2015.11.07-10.39.07, HierarchicalDDC, DataSize=225753 bytes, Retrieved=true, Duration=185.729416ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_72, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf06C18A7F__1BD607E7DC9ECEFB4D53A07C3F399426300E09AD, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=155412 bytes, Retrieved=true, Duration=63.468815ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_73, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9E7836E2__35CCA720A04E73BC731D1280C151B30F6D0C8D76, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=48926 bytes, Retrieved=true, Duration=75.773705ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_74, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9E7836E2__B749645444E7DD321434E68ED03E6587079F4062, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=36938 bytes, Retrieved=true, Duration=52.309757ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_75, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE13ECC40__2A91D7A35AA68A1A830EB54AB199FFB01E97CBCF, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=48974 bytes, Retrieved=true, Duration=15.563615ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_76, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE13ECC40__3DF786C4886349CEACA877A2B83C63D2514E0349, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=36971 bytes, Retrieved=true, Duration=78.419281ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_77, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE99ECB0A__F146DC251B44B8BD62075C111F31C75E4876CD31, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=49082 bytes, Retrieved=true, Duration=0.195663ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_78, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE99ECB0A__9B584DC4BEADC9C01CCB02B14326DAEDD814EBCD, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=37072 bytes, Retrieved=true, Duration=0.195660ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_79, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf086D49E0__0ABC1336A96492B9D56D2EFABD84A722C597BB1A, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=49114 bytes, Retrieved=true, Duration=0.198644ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_80, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf086D49E0__37687248F5A955B83BACA1DE2DA2BF465705258E, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=37094 bytes, Retrieved=true, Duration=0.163879ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_81, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf07B1E502__964A910973D545EE3EF5570FE401A0C089C8C3B7, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=49050 bytes, Retrieved=true, Duration=0.192352ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_82, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf07B1E502__998DC5995509356BD4E1A791086D8394772FA912, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=37047 bytes, Retrieved=true, Duration=0.152290ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_83, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf32DBCB61__4B1E12FC111E18D53C0AB666F99E3B2BDD2EC80D, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=510700 bytes, Retrieved=true, Duration=67.972031ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_84, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf32DBCB61__4CAF0D9DA74BABEC29F6AEF27D447E14BB97A6C1, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=345638 bytes, Retrieved=true, Duration=36.668350ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_85, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA0E6DD7__53D1890F1D438D54D566AD28A2C2A2986582E79E, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=47425 bytes, Retrieved=true, Duration=0.234399ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_86, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA0E6DD7__8823ABDF7D49EB8F95B29A22C661F41898B59A75, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=40991 bytes, Retrieved=true, Duration=88.851639ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_87, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf87C16D7D__497F47DAE9019A217F9E2A67FEFE7B09DB070836, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=110589 bytes, Retrieved=true, Duration=95.275726ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_88, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf87C16D7D__6E1052FD5074D4D0EDBAFC8FF756F8F28617E10B, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=98868 bytes, Retrieved=true, Duration=31.014994ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_89, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA2C527D__83234B8121D831EFB1D3516B3BCE1A331C0F0345, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=43465 bytes, Retrieved=true, Duration=0.248305ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_90, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA2C527D__BF3B2DBDCE2069703FFFE7CC910E6B93844C7178, StartTime=2015.11.07-10.39.08, HierarchicalDDC, DataSize=37211 bytes, Retrieved=true, Duration=39.390408ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_91, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_79__7313E9B33D0FD012946A146569666CB3FB76A230, StartTime=2015.11.07-10.39.11, HierarchicalDDC, DataSize=1810281 bytes, Retrieved=true, Duration=667.171082ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_92, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_6E52BDA04AB03E3BE__51FF12FEFC73747A81560ED18F6C410A784C2D66, StartTime=2015.11.07-10.39.11, HierarchicalDDC, DataSize=1237 bytes, Retrieved=true, Duration=0.113558ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_93, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6E52BDA04AB03E3BE3538CA06EC8B44__B257C8723BD8D9112972541AF17F4AD7163B4846, StartTime=2015.11.07-10.39.11, HierarchicalDDC, DataSize=1010658 bytes, Retrieved=true, Duration=522.170288ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_94, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufECFD7059__F096A2656663125C187970E918DA4BB75AA1A019, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=146475 bytes, Retrieved=true, Duration=0.371791ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_95, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufECFD7059__AE6A0A37DF47B1ACA288D5E2E81FE3391348CD8B, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=113139 bytes, Retrieved=true, Duration=0.321802ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_96, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf7DD52D4D__AD7BB15E265FBA66475E9C620B2AB1AE3ECC70A5, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=92287 bytes, Retrieved=true, Duration=59.304947ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_97, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf7DD52D4D__313A78D57D17A4C5F4C3E2171C0718DF56E61453, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=60657 bytes, Retrieved=true, Duration=91.216805ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_98, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA17AC94__EA68075563645E04D60FF44D9A12FC506C40E2BE, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=97846 bytes, Retrieved=true, Duration=0.281081ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_99, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA17AC94__C1B1354554E380EE7EA86B3B6972922373EFF8C5, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=66298 bytes, Retrieved=true, Duration=0.250287ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9EC730F__9383AFCECA9510CA97776FFFEBD2A682A3B1DFBE, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=140178 bytes, Retrieved=true, Duration=0.401918ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC9EC730F__CA89FFD437650F1AA169925954EAEF095B2B6B1F, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=108480 bytes, Retrieved=true, Duration=29.765203ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_102, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7FC0318__3236D09E017B87C27037B0A0E5C5AEAC7D15FE71, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=140630 bytes, Retrieved=true, Duration=0.351265ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_103, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7FC0318__D70D4AAD4E02FD792955F57C5EA618A9683E3628, StartTime=2015.11.07-10.39.12, HierarchicalDDC, DataSize=108920 bytes, Retrieved=true, Duration=0.316504ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_104, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B2__0453A4B07143D225E494166AE072BC1F93912BF5, StartTime=2015.11.07-10.39.13, HierarchicalDDC, DataSize=2009 bytes, Retrieved=true, Duration=36.355820ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_105, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_655DB63D4F06BA2BC__D673B20FD4C4FF6589CB3D69A508DA20A76D50F0, StartTime=2015.11.07-10.39.13, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.100315ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_106, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_655DB63D4F06BA2BC136A19EC273BBD__8B112858BCBD374A40BC266F1830B5517AD9815D, StartTime=2015.11.07-10.39.13, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=14.198281ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_107, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_CA__2D8B2483DC0CF9D0E3709FFF081377CAF394F574, StartTime=2015.11.07-10.39.15, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=64.243851ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_108, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_97A0BECC4C251FC1E__76A39A91F9F928692A60BFE83F4D5BEBD7CD567D, StartTime=2015.11.07-10.39.15, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.079457ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_109, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97A0BECC4C251FC1EC8CB3B8C9097E6__412433F973340BC04B876D599045FC9FCDB5D22F, StartTime=2015.11.07-10.39.15, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=67.769089ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_110, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD4CBC33E__BD136672AD4D8CFFE8B286FB44F69CE9BFE3D84C, StartTime=2015.11.07-10.39.15, HierarchicalDDC, DataSize=92278 bytes, Retrieved=true, Duration=110.936668ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_111, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD4CBC33E__73DAF2A158AA4664161D38C33606F51428FE96CE, StartTime=2015.11.07-10.39.15, HierarchicalDDC, DataSize=60648 bytes, Retrieved=true, Duration=0.224795ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_112, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf81623A25__2928B86C97B569E4532B9E4AF137653756312AA4, StartTime=2015.11.07-10.39.16, HierarchicalDDC, DataSize=144136 bytes, Retrieved=true, Duration=44.119083ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_113, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81623A25__1309A53A3D828B24A65510F5F35894384FFE39A0, StartTime=2015.11.07-10.39.16, HierarchicalDDC, DataSize=136902 bytes, Retrieved=true, Duration=30.796488ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_114, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9F95EF5C__DD03D92D38122AA917178742BBB3D20CF19F7872, StartTime=2015.11.07-10.39.17, HierarchicalDDC, DataSize=289943 bytes, Retrieved=true, Duration=0.797216ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_115, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9F95EF5C__6DB8901D7084A11041E9CF4B3A0BF3E78F478877, StartTime=2015.11.07-10.39.17, HierarchicalDDC, DataSize=195083 bytes, Retrieved=true, Duration=30.933548ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_116, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2303080240B4FBC995EC43ABAA9A8C6__FF67176A68B6CAB831A7F4C31766F94B348FF9C3, StartTime=2015.11.07-10.39.18, HierarchicalDDC, Duration=0.015561ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2303080240B4FBC995EC43ABAA9A8C6__FF67176A68B6CAB831A7F4C31766F94B348FF9C3, StartTime=2015.11.07-10.39.18, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=35.321220ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
